date,1. open,2. high,3. low,4. close,5. volume
2021-07-30,44.28,55.29,39.94,49.31,52100752.0
2021-08-31,50.7,66.66,46.2501,63.93,27272090.0
2021-09-30,63.43,73.47,52.96,53.57,76614100.0
2021-10-29,54.03,68.5,50.4911,66.4,32898812.0
2021-11-30,66.68,78.53,52.5,53.97,41758802.0
2021-12-31,55.42,55.9732,43.0,50.49,111513722.0
2022-01-31,52.0,52.29,35.9,44.75,79782637.0
2022-02-28,44.96,48.46,31.83,41.5,71770467.0
2022-03-31,42.42,44.74,29.3,38.74,145339641.0
2022-04-29,38.81,41.68,31.961,33.27,65110496.0
2022-05-31,32.99,34.75,18.64,23.79,79031000.0
2022-06-30,24.1,26.67,20.03,23.33,111825874.0
2022-07-29,23.5,28.0,22.44,24.85,56355645.0
2022-08-31,24.37,30.0,23.84,27.31,56325314.0
2022-09-30,27.79,29.44,23.6,25.56,58053953.0
2022-10-31,25.7,28.59,20.29,22.84,60584537.0
2022-11-30,23.19,24.2,13.27,14.5,89797853.0
2022-12-30,14.62,17.34,12.78,14.59,100632106.0
2023-01-31,15.01,15.62,12.69,15.09,107789619.0
2023-02-28,15.09,17.36,14.78,15.99,87089815.0
2023-03-31,15.99,16.62,13.245,16.36,163623758.0
2023-04-28,16.11,18.995,15.665,16.07,122937944.0
2023-05-31,15.91,21.955,15.29,21.38,137750897.0
2023-06-30,20.26,20.91,12.43,15.1,277675187.0
2023-07-07,15.22,15.24,14.195,14.29,22916372.0
